intensity,merge_dist,min_dur,total_events,total_core_sec,n_videos_with_events,events_per_video_mean,events_per_video_median,events_per_video_p25,events_per_video_p75,events_per_video_max,core_sec_per_video_mean,core_sec_per_video_median,n_subjects,events_per_subject_mean,events_per_subject_median,core_sec_per_subject_mean
2.0,0.5,0.3,4109,25154.681999999993,1080,1.0280210157618213,0.0,0.0,1.0,44,6.293390542907178,0.0,978,4.201431492842536,0.0,25.72053374233128
2.0,0.5,0.5,4109,25154.681999999993,1080,1.0280210157618213,0.0,0.0,1.0,44,6.293390542907178,0.0,978,4.201431492842536,0.0,25.72053374233128
2.0,0.5,1.0,3914,25001.582999999995,1045,0.9792344258193645,0.0,0.0,1.0,37,6.255087065298973,0.0,978,4.002044989775051,0.0,25.56399079754601
2.0,0.5,1.5,3443,24419.54099999999,980,0.8613960470352765,0.0,0.0,0.0,34,6.109467350512882,0.0,978,3.5204498977505114,0.0,24.96885582822085
2.0,0.5,2.0,3031,23706.372999999992,914,0.7583187390542907,0.0,0.0,0.0,31,5.9310415311483595,0.0,978,3.0991820040899793,0.0,24.239645194274026
2.0,1.0,0.0,4041,25205.151999999995,1080,1.011008256192144,0.0,0.0,1.0,40,6.30601751313485,0.0,978,4.131901840490798,0.0,25.7721390593047
2.0,1.0,0.3,4041,25205.151999999995,1080,1.011008256192144,0.0,0.0,1.0,40,6.30601751313485,0.0,978,4.131901840490798,0.0,25.7721390593047
2.0,1.0,0.5,4041,25205.151999999995,1080,1.011008256192144,0.0,0.0,1.0,40,6.30601751313485,0.0,978,4.131901840490798,0.0,25.7721390593047
2.0,1.0,1.0,3852,25056.321999999993,1045,0.9637227920940705,0.0,0.0,1.0,34,6.268782086564922,0.0,978,3.938650306748466,0.0,25.619961145194267
2.0,1.0,1.5,3400,24497.51299999999,980,0.8506379784838629,0.0,0.0,0.0,32,6.128974981235925,0.0,978,3.476482617586912,0.0,25.048581799590995
2.0,1.0,2.0,3002,23808.077999999994,914,0.7510632974731049,0.0,0.0,0.0,30,5.95648686514886,0.0,978,3.069529652351738,0.0,24.34363803680981
2.0,2.0,0.0,3983,25288.055999999997,1080,0.9964973730297724,0.0,0.0,1.0,39,6.326759069301976,0.0,978,4.072597137014315,0.0,25.85690797546012
2.0,2.0,0.3,3983,25288.055999999997,1080,0.9964973730297724,0.0,0.0,1.0,39,6.326759069301976,0.0,978,4.072597137014315,0.0,25.85690797546012
2.0,2.0,0.5,3983,25288.055999999997,1080,0.9964973730297724,0.0,0.0,1.0,39,6.326759069301976,0.0,978,4.072597137014315,0.0,25.85690797546012
2.0,2.0,1.0,3801,25144.891999999993,1045,0.9509632224168126,0.0,0.0,1.0,34,6.290941205904426,0.0,978,3.8865030674846626,0.0,25.710523517382406
2.0,2.0,1.5,3364,24605.38299999999,981,0.8416312234175631,0.0,0.0,0.0,32,6.1559627220415285,0.0,978,3.4396728016359917,0.0,25.158878323108375
2.0,2.0,2.0,2973,23928.58099999999,915,0.7438078558919189,0.0,0.0,0.0,30,5.986635226419812,0.0,978,3.039877300613497,0.0,24.466851738241303
2.0,3.0,0.0,3932,25414.087999999996,1080,0.9837378033525144,0.0,0.0,1.0,36,6.3582907180385275,0.0,978,4.020449897750511,0.0,25.98577505112474
2.0,3.0,0.3,3932,25414.087999999996,1080,0.9837378033525144,0.0,0.0,1.0,36,6.3582907180385275,0.0,978,4.020449897750511,0.0,25.98577505112474
2.0,3.0,0.5,3932,25414.087999999996,1080,0.9837378033525144,0.0,0.0,1.0,36,6.3582907180385275,0.0,978,4.020449897750511,0.0,25.98577505112474
2.0,3.0,1.0,3755,25275.457999999995,1045,0.9394545909432074,0.0,0.0,1.0,33,6.323607205404052,0.0,978,3.839468302658487,0.0,25.844026584867066
2.0,3.0,1.5,3330,24751.448999999993,981,0.8331248436327245,0.0,0.0,0.0,32,6.192506629972478,0.0,978,3.4049079754601226,0.0,25.308230061349686
2.0,3.0,2.0,2948,24090.446999999993,915,0.7375531648736552,0.0,0.0,0.0,30,6.027132099074304,0.0,978,3.014314928425358,0.0,24.632358895705515
2.5,0.0,0.0,254,1188.7350000000024,166,0.06354766074555918,0.0,0.0,0.0,9,0.2974068051038285,0.0,978,0.25971370143149286,0.0,1.2154754601227018
2.5,0.0,0.3,254,1188.7350000000024,166,0.06354766074555918,0.0,0.0,0.0,9,0.2974068051038285,0.0,978,0.25971370143149286,0.0,1.2154754601227018
2.5,0.0,0.5,254,1188.7350000000024,166,0.06354766074555918,0.0,0.0,0.0,9,0.2974068051038285,0.0,978,0.25971370143149286,0.0,1.2154754601227018
2.5,0.0,1.0,252,1187.2690000000023,165,0.06304728546409807,0.0,0.0,0.0,9,0.29704003002251744,0.0,978,0.25766871165644173,0.0,1.2139764826175892
2.5,0.0,1.5,232,1161.0990000000015,154,0.05804353264948712,0.0,0.0,0.0,9,0.2904926194645988,0.0,978,0.23721881390593047,0.0,1.1872177914110444
2.5,0.0,2.0,211,1124.7310000000016,144,0.05278959219414561,0.0,0.0,0.0,9,0.28139379534651027,0.0,978,0.21574642126789367,0.0,1.150031697341515
2.5,0.25,0.0,253,1188.8680000000024,166,0.06329747310482862,0.0,0.0,0.0,9,0.29744008006004563,0.0,978,0.25869120654396727,0.0,1.2156114519427428
2.5,0.25,0.3,253,1188.8680000000024,166,0.06329747310482862,0.0,0.0,0.0,9,0.29744008006004563,0.0,978,0.25869120654396727,0.0,1.2156114519427428
2.5,0.25,0.5,253,1188.8680000000024,166,0.06329747310482862,0.0,0.0,0.0,9,0.29744008006004563,0.0,978,0.25869120654396727,0.0,1.2156114519427428
2.5,0.25,1.0,251,1187.4020000000023,165,0.06279709782336752,0.0,0.0,0.0,9,0.29707330497873463,0.0,978,0.25664621676891614,0.0,1.2141124744376302
2.5,0.25,1.5,231,1161.2320000000018,154,0.05779334500875657,0.0,0.0,0.0,9,0.29052589442081606,0.0,978,0.2361963190184049,0.0,1.1873537832310856
2.5,0.25,2.0,211,1126.5980000000018,144,0.05278959219414561,0.0,0.0,0.0,9,0.28186089567175426,0.0,978,0.21574642126789367,0.0,1.1519406952965254
2.5,0.5,0.0,253,1188.8680000000024,166,0.06329747310482862,0.0,0.0,0.0,9,0.29744008006004563,0.0,978,0.25869120654396727,0.0,1.2156114519427428
2.5,0.5,0.3,253,1188.8680000000024,166,0.06329747310482862,0.0,0.0,0.0,9,0.29744008006004563,0.0,978,0.25869120654396727,0.0,1.2156114519427428
2.5,0.5,0.5,253,1188.8680000000024,166,0.06329747310482862,0.0,0.0,0.0,9,0.29744008006004563,0.0,978,0.25869120654396727,0.0,1.2156114519427428
2.5,0.5,1.0,251,1187.4020000000023,165,0.06279709782336752,0.0,0.0,0.0,9,0.29707330497873463,0.0,978,0.25664621676891614,0.0,1.2141124744376302
2.5,0.5,1.5,231,1161.2320000000018,154,0.05779334500875657,0.0,0.0,0.0,9,0.29052589442081606,0.0,978,0.2361963190184049,0.0,1.1873537832310856
2.5,0.5,2.0,211,1126.5980000000018,144,0.05278959219414561,0.0,0.0,0.0,9,0.28186089567175426,0.0,978,0.21574642126789367,0.0,1.1519406952965254
2.5,1.0,0.0,253,1188.8680000000024,166,0.06329747310482862,0.0,0.0,0.0,9,0.29744008006004563,0.0,978,0.25869120654396727,0.0,1.2156114519427428
2.5,1.0,0.3,253,1188.8680000000024,166,0.06329747310482862,0.0,0.0,0.0,9,0.29744008006004563,0.0,978,0.25869120654396727,0.0,1.2156114519427428
2.5,1.0,0.5,253,1188.8680000000024,166,0.06329747310482862,0.0,0.0,0.0,9,0.29744008006004563,0.0,978,0.25869120654396727,0.0,1.2156114519427428
2.5,1.0,1.0,251,1187.4020000000023,165,0.06279709782336752,0.0,0.0,0.0,9,0.29707330497873463,0.0,978,0.25664621676891614,0.0,1.2141124744376302
2.5,1.0,1.5,231,1161.2320000000018,154,0.05779334500875657,0.0,0.0,0.0,9,0.29052589442081606,0.0,978,0.2361963190184049,0.0,1.1873537832310856
2.5,1.0,2.0,211,1126.5980000000018,144,0.05278959219414561,0.0,0.0,0.0,9,0.28186089567175426,0.0,978,0.21574642126789367,0.0,1.1519406952965254
2.5,2.0,0.0,251,1191.9340000000025,166,0.06279709782336752,0.0,0.0,0.0,9,0.29820715536652553,0.0,978,0.25664621676891614,0.0,1.2187464212678962
2.5,2.0,0.3,251,1191.9340000000025,166,0.06279709782336752,0.0,0.0,0.0,9,0.29820715536652553,0.0,978,0.25664621676891614,0.0,1.2187464212678962
2.5,2.0,0.5,251,1191.9340000000025,166,0.06279709782336752,0.0,0.0,0.0,9,0.29820715536652553,0.0,978,0.25664621676891614,0.0,1.2187464212678962
2.5,2.0,1.0,249,1190.4680000000021,165,0.06229672254190643,0.0,0.0,0.0,9,0.2978403802852144,0.0,978,0.254601226993865,0.0,1.2172474437627834
2.5,2.0,1.5,229,1164.2980000000016,154,0.05729296972729547,0.0,0.0,0.0,9,0.29129296972729585,0.0,978,0.23415132924335377,0.0,1.1904887525562389
2.5,2.0,2.0,210,1131.1970000000015,144,0.05253940455341506,0.0,0.0,0.0,9,0.28301150863147395,0.0,978,0.2147239263803681,0.0,1.156643149284255
2.5,3.0,0.0,249,1197.4670000000024,166,0.06229672254190643,0.0,0.0,0.0,8,0.29959144358268763,0.0,978,0.254601226993865,0.0,1.224403885480575
2.5,3.0,0.3,249,1197.4670000000024,166,0.06229672254190643,0.0,0.0,0.0,8,0.29959144358268763,0.0,978,0.254601226993865,0.0,1.224403885480575
2.5,3.0,0.5,249,1197.4670000000024,166,0.06229672254190643,0.0,0.0,0.0,8,0.29959144358268763,0.0,978,0.254601226993865,0.0,1.224403885480575
2.5,3.0,1.0,247,1196.0010000000025,165,0.06179634726044533,0.0,0.0,0.0,8,0.29922466850137663,0.0,978,0.25255623721881393,0.0,1.2229049079754626
2.5,3.0,1.5,227,1169.8310000000015,154,0.05679259444583438,0.0,0.0,0.0,8,0.29267725794345795,0.0,978,0.23210633946830267,0.0,1.1961462167689176
2.5,3.0,2.0,208,1136.7300000000016,144,0.05203902927195397,0.0,0.0,0.0,8,0.2843957968476361,0.0,978,0.21267893660531698,0.0,1.1623006134969343
3.0,0.0,0.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,0.0,0.3,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,0.0,0.5,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,0.0,1.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,0.0,1.5,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,0.0,2.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,0.25,0.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,0.25,0.3,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,0.25,0.5,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,0.25,1.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,0.25,1.5,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,0.25,2.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,0.5,0.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,0.5,0.3,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,0.5,0.5,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,0.5,1.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,0.5,1.5,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,0.5,2.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,1.0,0.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,1.0,0.3,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,1.0,0.5,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,1.0,1.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,1.0,1.5,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,1.0,2.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,2.0,0.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,2.0,0.3,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,2.0,0.5,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,2.0,1.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,2.0,1.5,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,2.0,2.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,3.0,0.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,3.0,0.3,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,3.0,0.5,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,3.0,1.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,3.0,1.5,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.0,3.0,2.0,10,47.66699999999969,6,0.002501876407305479,0.0,0.0,0.0,3,0.01192569427070295,0.0,978,0.010224948875255624,0.0,0.04873926380368066
3.5,0.0,0.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,0.0,0.3,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,0.0,0.5,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,0.0,1.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,0.0,1.5,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,0.0,2.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,0.25,0.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,0.25,0.3,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,0.25,0.5,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,0.25,1.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,0.25,1.5,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,0.25,2.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,0.5,0.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,0.5,0.3,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,0.5,0.5,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,0.5,1.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,0.5,1.5,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,0.5,2.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,1.0,0.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,1.0,0.3,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,1.0,0.5,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,1.0,1.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,1.0,1.5,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,1.0,2.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,2.0,0.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,2.0,0.3,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,2.0,0.5,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,2.0,1.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,2.0,1.5,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,2.0,2.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,3.0,0.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,3.0,0.3,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,3.0,0.5,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,3.0,1.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,3.0,1.5,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
3.5,3.0,2.0,1,3.433999999999969,1,0.0002501876407305479,0.0,0.0,0.0,1,0.0008591443582686937,0.0,978,0.0010224948875255625,0.0,0.0035112474437627495
